pickup_date,service,in_crz,trips,fare_sum,tip_sum,distance_sum
2025-02-03,hvfhs,false,390867,8502613.0400,286982.3700,1812838.2480
2025-02-03,hvfhs,true,182724,5741360.8800,310568.7900,1040012.0990
2025-02-03,yellow,false,31188,574463.4900,86282.5300,196495.7300
2025-02-03,yellow,true,67288,1135601.3900,216479.3700,257963.1100
2025-02-04,hvfhs,false,400852,8304880.3400,284114.1500,1750418.8190
2025-02-04,hvfhs,true,210123,6779109.1900,377940.4700,1155673.6650
2025-02-04,yellow,false,33566,558156.7700,87208.2500,146290.5300
2025-02-04,yellow,true,86297,1389730.4500,267158.8900,460719.5600
2025-02-05,hvfhs,false,419491,8879486.5000,305459.6900,1846144.2400
2025-02-05,hvfhs,true,232396,7677598.7300,419278.3000,1291884.9260
2025-02-05,yellow,false,34237,578758.4200,94134.1000,114066.7000
2025-02-05,yellow,true,94132,1558127.7800,292451.8100,256233.3000
2025-02-06,hvfhs,false,450486,9674989.4700,332222.6700,1976185.4330
2025-02-06,hvfhs,true,259117,8394640.4700,430564.7400,1377980.2760
2025-02-06,yellow,false,34103,581718.0000,91771.7800,185076.4100
2025-02-06,yellow,true,91979,1512908.2700,278489.0400,479819.7200
2025-02-07,hvfhs,false,502866,10944290.1400,366037.9400,2260695.0990
2025-02-07,hvfhs,true,267644,8161217.1200,387980.5600,1386199.5710
2025-02-07,yellow,false,38023,652636.9900,100898.9200,188545.7900
2025-02-07,yellow,true,100076,1607094.4100,277487.1400,378730.3600
2025-02-08,hvfhs,false,492510,10669665.4900,380902.5800,2217154.9910
2025-02-08,hvfhs,true,286346,8656984.0400,380101.8200,1350150.0870
2025-02-08,yellow,false,35283,574370.2100,79405.4800,429099.6800
2025-02-08,yellow,true,110766,1761466.7400,268625.2000,826656.0900
2025-02-09,hvfhs,false,464540,10355522.7900,355448.3600,2274366.6810
2025-02-09,hvfhs,true,231681,7085023.0300,293876.1600,1239074.9630
2025-02-09,yellow,false,37846,736915.5000,88280.1900,360874.5700
2025-02-09,yellow,true,85585,1419008.7500,199827.3600,652737.5300
2025-02-10,hvfhs,false,415950,9291325.3900,311611.9800,1938389.2900
2025-02-10,hvfhs,true,195959,6348011.6600,329498.5000,1107749.8450
2025-02-10,yellow,false,34612,639485.1500,94186.0600,163516.4900
2025-02-10,yellow,true,73957,1263745.2600,234549.4700,459770.9600
2025-02-11,hvfhs,false,414509,8744214.8200,300815.8100,1814915.3700
2025-02-11,hvfhs,true,221477,7299976.6700,395541.1900,1191122.2450
2025-02-11,yellow,false,35095,586967.2700,88807.9100,170055.6600
2025-02-11,yellow,true,90431,1462944.4700,267517.9900,393416.9700
2025-02-12,hvfhs,false,440890,9189772.2300,317794.1200,1937694.7530
2025-02-12,hvfhs,true,232082,7637946.9300,411614.8100,1300784.3290
2025-02-12,yellow,false,35277,587439.5000,89658.7200,451140.8300
2025-02-12,yellow,true,93643,1494483.4500,270773.4700,598440.5600
2025-02-13,hvfhs,false,477407,10627396.9700,358301.4000,2164362.6330
2025-02-13,hvfhs,true,237556,8436433.1300,428865.1300,1396724.4790
2025-02-13,yellow,false,38401,675060.4500,99991.0600,335518.5200
2025-02-13,yellow,true,104359,1714544.0700,297538.1100,287994.7700
2025-02-14,hvfhs,false,559993,13064622.7100,407103.8400,2540239.9430
2025-02-14,hvfhs,true,253339,8703803.5500,393953.8500,1402334.8130
2025-02-14,yellow,false,45327,824187.6000,106120.0500,420729.0600
2025-02-14,yellow,true,113248,1931628.4000,286299.7500,517754.0000
2025-02-15,hvfhs,false,531069,10938559.3100,378994.7200,2436847.3510
2025-02-15,hvfhs,true,286005,8150830.9900,369172.7900,1397695.0980
2025-02-15,yellow,false,34606,582596.7000,67865.1600,285170.0300
2025-02-15,yellow,true,113867,1722850.0600,245115.1500,402547.9800
2025-02-16,hvfhs,false,457690,9269148.8200,320956.6800,2198901.3020
2025-02-16,hvfhs,true,237323,6390603.3200,297048.3000,1218617.7480
2025-02-16,yellow,false,29490,554646.0500,64841.4800,293700.0500
2025-02-16,yellow,true,84236,1303250.3900,193036.9100,512519.7100
2025-02-17,hvfhs,false,403116,8546808.8300,306475.7300,2007457.0710
2025-02-17,hvfhs,true,188113,5427532.4500,276356.5400,1078435.8400
2025-02-17,yellow,false,29401,596856.7500,87389.4700,357751.9800
2025-02-17,yellow,true,65173,1075606.0900,193368.7900,325522.2100
2025-02-18,hvfhs,false,419124,9032593.1600,318757.7400,1951793.5860
2025-02-18,hvfhs,true,215708,6692231.3900,358814.8800,1169557.1680
2025-02-18,yellow,false,34460,648942.8500,100873.3300,207625.1300
2025-02-18,yellow,true,82895,1356339.8400,251122.0300,265432.8400
2025-02-19,hvfhs,false,427357,8987751.7000,308777.6600,1931730.9070
2025-02-19,hvfhs,true,226942,7178286.2000,383551.4900,1217850.7110
2025-02-19,yellow,false,34602,604748.1400,92143.4300,118825.9000
2025-02-19,yellow,true,89077,1428065.0700,261940.7600,729258.1300
2025-02-20,hvfhs,false,461403,9925924.0800,337891.6400,2079987.5210
2025-02-20,hvfhs,true,243609,8214496.4900,419859.8500,1329942.8830
2025-02-20,yellow,false,38155,650399.5500,99158.0000,200166.8900
2025-02-20,yellow,true,104091,1656895.8900,291498.7400,590711.4300
2025-02-21,hvfhs,false,513216,11134273.2600,377146.6500,2362300.4120
2025-02-21,hvfhs,true,259461,7706412.1200,373149.2000,1322013.8270
2025-02-21,yellow,false,39282,698792.5000,105461.1200,137299.7300
2025-02-21,yellow,true,94698,1638199.0100,260872.7100,318813.8100
2025-02-22,hvfhs,false,518727,10621642.2700,377800.8100,2482534.2980
2025-02-22,hvfhs,true,282881,7629516.3300,339465.2100,1397796.4590
2025-02-22,yellow,false,35091,634475.1700,86135.2200,242796.5400
2025-02-22,yellow,true,106771,1618998.2400,250237.3500,803931.5100
2025-02-23,hvfhs,false,448458,9871208.6000,331891.0900,2331243.7130
2025-02-23,hvfhs,true,213237,6546962.4600,283719.8000,1264380.6710
2025-02-23,yellow,false,31786,659754.9100,92147.7700,316759.1200
2025-02-23,yellow,true,77184,1275945.4400,211539.0200,616927.5100
2025-02-24,hvfhs,false,406656,9119881.4100,307810.7300,1955832.9860
2025-02-24,hvfhs,true,176383,5705374.0900,306955.3500,1034846.8860
2025-02-24,yellow,false,33071,629994.6200,93254.3900,212251.0400
2025-02-24,yellow,true,64277,1110131.9400,213011.6600,508971.4000
2025-02-25,hvfhs,false,408965,9031244.0000,304374.3300,1885742.5360
2025-02-25,hvfhs,true,198150,6658297.4600,369313.6600,1144276.2270
2025-02-25,yellow,false,35049,627643.0300,94368.0800,275022.7400
2025-02-25,yellow,true,80755,1332390.1500,257103.8000,232233.4400
2025-02-26,hvfhs,false,429163,9659058.6300,318523.7200,1986477.7660
2025-02-26,hvfhs,true,213427,7614622.1700,420866.8400,1277150.5450
2025-02-26,yellow,false,36731,669099.8600,101729.5200,539942.7900
2025-02-26,yellow,true,92243,1557384.7500,290732.3300,716497.3100
2025-02-27,hvfhs,false,462759,10718065.3700,357775.1500,2160159.2200
2025-02-27,hvfhs,true,230232,8672635.2200,460765.9600,1395524.5100
2025-02-27,yellow,false,39527,727247.2200,109312.3700,531556.2100
2025-02-27,yellow,true,104525,1773842.2800,321695.8900,299485.4900
2025-02-28,hvfhs,false,518740,12020115.5800,384359.4000,2418537.7570
2025-02-28,hvfhs,true,229734,7910676.4100,382816.7300,1310875.8900
2025-02-28,yellow,false,43691,807454.6200,109165.0600,845750.1900
2025-02-28,yellow,true,105764,1772243.5700,291939.4400,350999.9300
